2.866666603088378906e+01,-8.600000000000000000e+01
2.858333396911621094e+01,-8.591666412353515625e+01
2.850000000000000000e+01,-8.583333587646484375e+01
2.841666603088378906e+01,-8.575000000000000000e+01
2.841666603088378906e+01,-8.566666412353515625e+01
2.833333396911621094e+01,-8.566666412353515625e+01
2.833333396911621094e+01,-8.558333587646484375e+01
2.833333396911621094e+01,-8.550000000000000000e+01
2.825000000000000000e+01,-8.550000000000000000e+01
2.825000000000000000e+01,-8.541666412353515625e+01
2.816666603088378906e+01,-8.533333587646484375e+01
2.816666603088378906e+01,-8.525000000000000000e+01
2.808333396911621094e+01,-8.516666412353515625e+01
2.800000000000000000e+01,-8.508333587646484375e+01
2.791666603088378906e+01,-8.500000000000000000e+01
2.783333396911621094e+01,-8.500000000000000000e+01
2.775000000000000000e+01,-8.491666412353515625e+01
2.766666603088378906e+01,-8.491666412353515625e+01
2.758333396911621094e+01,-8.491666412353515625e+01
2.741666603088378906e+01,-8.491666412353515625e+01
2.733333396911621094e+01,-8.483333587646484375e+01
2.725000000000000000e+01,-8.483333587646484375e+01
2.716666603088378906e+01,-8.483333587646484375e+01
2.708333396911621094e+01,-8.483333587646484375e+01
2.700000000000000000e+01,-8.483333587646484375e+01
2.691666603088378906e+01,-8.483333587646484375e+01
2.683333396911621094e+01,-8.483333587646484375e+01
2.683333396911621094e+01,-8.475000000000000000e+01
2.675000000000000000e+01,-8.475000000000000000e+01
2.666666603088378906e+01,-8.475000000000000000e+01
2.658333396911621094e+01,-8.475000000000000000e+01
2.650000000000000000e+01,-8.475000000000000000e+01
2.641666603088378906e+01,-8.475000000000000000e+01
2.633333396911621094e+01,-8.466666412353515625e+01
2.625000000000000000e+01,-8.466666412353515625e+01
2.616666603088378906e+01,-8.466666412353515625e+01
2.608333396911621094e+01,-8.466666412353515625e+01
2.608333396911621094e+01,-8.458333587646484375e+01
2.600000000000000000e+01,-8.458333587646484375e+01
2.591666603088378906e+01,-8.458333587646484375e+01
2.583333396911621094e+01,-8.458333587646484375e+01
2.575000000000000000e+01,-8.450000000000000000e+01
2.566666603088378906e+01,-8.450000000000000000e+01
2.558333396911621094e+01,-8.450000000000000000e+01
2.558333396911621094e+01,-8.441666412353515625e+01
2.550000000000000000e+01,-8.441666412353515625e+01
2.541666603088378906e+01,-8.441666412353515625e+01
2.533333396911621094e+01,-8.441666412353515625e+01
2.533333396911621094e+01,-8.433333587646484375e+01
2.525000000000000000e+01,-8.433333587646484375e+01
2.516666603088378906e+01,-8.433333587646484375e+01
2.516666603088378906e+01,-8.425000000000000000e+01
2.508333396911621094e+01,-8.425000000000000000e+01
2.500000000000000000e+01,-8.425000000000000000e+01
2.500000000000000000e+01,-8.416666412353515625e+01
2.491666603088378906e+01,-8.416666412353515625e+01
2.483333396911621094e+01,-8.408333587646484375e+01
2.483333396911621094e+01,-8.400000000000000000e+01
2.475000000000000000e+01,-8.400000000000000000e+01
2.475000000000000000e+01,-8.391666412353515625e+01
2.466666603088378906e+01,-8.391666412353515625e+01
2.466666603088378906e+01,-8.383333587646484375e+01
2.466666603088378906e+01,-8.375000000000000000e+01
2.458333396911621094e+01,-8.366666412353515625e+01
2.458333396911621094e+01,-8.358333587646484375e+01
2.450000000000000000e+01,-8.358333587646484375e+01
2.450000000000000000e+01,-8.350000000000000000e+01
2.450000000000000000e+01,-8.341666412353515625e+01
2.441666603088378906e+01,-8.341666412353515625e+01
2.441666603088378906e+01,-8.333333587646484375e+01
2.441666603088378906e+01,-8.325000000000000000e+01
2.433333396911621094e+01,-8.325000000000000000e+01
2.433333396911621094e+01,-8.316666412353515625e+01
2.433333396911621094e+01,-8.308333587646484375e+01
2.433333396911621094e+01,-8.300000000000000000e+01
2.433333396911621094e+01,-8.291666412353515625e+01
2.433333396911621094e+01,-8.283333587646484375e+01
2.425000000000000000e+01,-8.275000000000000000e+01
2.425000000000000000e+01,-8.266666412353515625e+01
2.425000000000000000e+01,-8.258333587646484375e+01
2.425000000000000000e+01,-8.250000000000000000e+01
2.433333396911621094e+01,-8.250000000000000000e+01
2.433333396911621094e+01,-8.241666412353515625e+01
2.433333396911621094e+01,-8.233333587646484375e+01
2.433333396911621094e+01,-8.225000000000000000e+01
2.425000000000000000e+01,-8.225000000000000000e+01
2.425000000000000000e+01,-8.216666412353515625e+01
2.425000000000000000e+01,-8.208333587646484375e+01
2.425000000000000000e+01,-8.200000000000000000e+01
2.425000000000000000e+01,-8.191666412353515625e+01
2.425000000000000000e+01,-8.183333587646484375e+01
2.425000000000000000e+01,-8.175000000000000000e+01
2.425000000000000000e+01,-8.166666412353515625e+01
2.425000000000000000e+01,-8.158333587646484375e+01
2.425000000000000000e+01,-8.150000000000000000e+01
2.425000000000000000e+01,-8.141666412353515625e+01
2.425000000000000000e+01,-8.133333587646484375e+01
2.433333396911621094e+01,-8.133333587646484375e+01
2.433333396911621094e+01,-8.125000000000000000e+01
2.433333396911621094e+01,-8.116666412353515625e+01
2.433333396911621094e+01,-8.108333587646484375e+01
2.433333396911621094e+01,-8.100000000000000000e+01
2.433333396911621094e+01,-8.091666412353515625e+01
2.433333396911621094e+01,-8.083333587646484375e+01
2.441666603088378906e+01,-8.083333587646484375e+01
2.441666603088378906e+01,-8.075000000000000000e+01
2.441666603088378906e+01,-8.066666412353515625e+01
2.450000000000000000e+01,-8.066666412353515625e+01
2.450000000000000000e+01,-8.058333587646484375e+01
2.458333396911621094e+01,-8.050000000000000000e+01
2.466666603088378906e+01,-8.041666412353515625e+01
2.466666603088378906e+01,-8.033333587646484375e+01
2.475000000000000000e+01,-8.025000000000000000e+01
2.483333396911621094e+01,-8.025000000000000000e+01
2.491666603088378906e+01,-8.016666412353515625e+01
2.500000000000000000e+01,-8.008333587646484375e+01
2.508333396911621094e+01,-8.008333587646484375e+01
2.516666603088378906e+01,-8.000000000000000000e+01
2.525000000000000000e+01,-8.000000000000000000e+01
